MatchID,TournamentID,MatchName,Stage,MatchDate,MatchTime,StadiumID,HomeTeamID,AwayTeamID,HomeTeamScore,AwayTeamScore,ExtraTime,PenaltyShootout,HomePenalty,AwayPenalty,Result
M-2014-06,WC-2014,Uruguay v Costa Rica,group stage,6/14/2014,16:00:00,S-013,T-81,T-16,1,3,0,0,0,0,away team win
M-2014-07,WC-2014,England v Italy,group stage,6/14/2014,18:00:00,S-014,T-27,T-39,1,2,0,0,0,0,away team win
M-2014-08,WC-2014,Ivory Coast v Japan,group stage,6/14/2014,22:00:00,S-018,T-40,T-42,2,1,0,0,0,?,home team win
M-2014-09,WC-2014,Switzerland v Ecuador,group stage,6/15/2014,13:00:00,S-009,T-73,T-24,2,1,0,0,?,0,home team win
M-2014-10,WC-2014,France v Honduras,group stage,6/15/2014,16:00:00,S-016,T-28,T-33,3,0,0,0,0,0,home team win
M-2014-11,WC-2014,Argentina v Bosnia and Herzegovina,group stage,6/15/2014,19:00:00,S-020,T-03,T-08,2,1,0,0,0,0,home team win
M-2014-12,WC-2014,Germany v Portugal,group stage,6/16/2014,13:00:00,S-021,T-29,T-56,4,0,0,0,0,0,home team win
M-2014-13,WC-2014,Iran v Nigeria,group stage,6/16/2014,16:00:00,S-011,T-36,T-48,0,0,0,0,0,0,draw
M-2014-14,WC-2014,Ghana v United States,group stage,6/16/2014,19:00:00,S-015,T-30,T-80,1,2,0,0,0,0,away team win
M-2014-15,WC-2014,Belgium v Algeria,group stage,6/17/2014,13:00:00,S-008,T-06,T-01,2,1,0,0,0,0,home team win
M-2014-16,WC-2014,Brazil v Mexico,group stage,6/17/2014,16:00:00,S-013,T-09,T-44,0,0,0,0,0,0,draw
M-2014-17,WC-2014,Russia v South Korea,group stage,6/17/2014,18:00:00,S-010,T-60,T-69,1,1,0,0,0,0,draw
M-2014-18,WC-2014,Australia v Netherlands,group stage,6/18/2014,13:00:00,S-016,T-04,T-46,2,3,0,0,0,0,away team win
M-2014-19,WC-2014,Spain v Chile,group stage,6/18/2014,16:00:00,S-020,T-71,T-13,0,2,0,0,0,0,away team win
M-2014-20,WC-2014,Cameroon v Croatia,group stage,6/18/2014,18:00:00,S-014,T-11,T-17,0,4,0,0,0,0,away team win
M-2014-21,WC-2014,Colombia v Ivory Coast,group stage,6/19/2014,13:00:00,S-009,T-15,T-40,2,1,0,0,0,0,home team win
M-2014-22,WC-2014,Uruguay v England,group stage,6/19/2014,16:00:00,S-022,T-81,T-27,2,1,0,0,0,0,home team win
M-2014-23,WC-2014,Japan v Greece,group stage,6/19/2014,19:00:00,S-015,T-42,T-31,0,0,0,0,0,0,draw
M-2014-24,WC-2014,Italy v Costa Rica,group stage,6/20/2014,13:00:00,S-018,T-39,T-16,0,1,0,0,0,0,away team win
M-2014-25,WC-2014,Switzerland v France,group stage,6/20/2014,16:00:00,S-021,T-73,T-28,2,5,0,0,0,0,away team win
M-2014-26,WC-2014,Honduras v Ecuador,group stage,6/20/2014,19:00:00,S-011,T-33,T-24,1,2,0,0,0,0,away team win
M-2014-27,WC-2014,Argentina v Iran,group stage,6/21/2014,13:00:00,S-008,T-03,T-36,1,0,0,0,0,0,home team win
M-2014-28,WC-2014,Germany v Ghana,group stage,6/21/2014,16:00:00,S-013,T-29,T-30,2,2,0,0,0,0,draw
M-2014-29,WC-2014,Nigeria v Bosnia and Herzegovina,group stage,6/21/2014,18:00:00,S-010,T-48,T-08,1,0,0,0,0,?,home team win
M-2014-30,WC-2014,Belgium v Russia,group stage,6/22/2014,13:00:00,S-020,T-06,T-60,1,0,0,0,?,0,home team win
M-2014-31,WC-2014,South Korea v Algeria,group stage,6/22/2014,16:00:00,S-016,T-69,T-01,2,4,0,0,0,0,away team win
M-2014-32,WC-2014,United States v Portugal,group stage,6/22/2014,18:00:00,S-014,T-80,T-56,2,2,0,0,0,0,draw
M-2014-33,WC-2014,Australia v Spain,group stage,6/23/2014,13:00:00,S-011,T-04,T-71,0,3,0,0,0,0,away team win
M-2014-34,WC-2014,Netherlands v Chile,group stage,6/23/2014,13:00:00,S-022,T-46,T-13,2,0,0,0,0,0,home team win
M-2014-35,WC-2014,Cameroon v Brazil,group stage,6/23/2014,17:00:00,S-009,T-11,T-09,1,4,0,0,0,0,away team win
M-2014-36,WC-2014,Croatia v Mexico,group stage,6/23/2014,17:00:00,S-018,T-17,T-44,1,3,0,0,0,0,away team win
M-2014-37,WC-2014,Costa Rica v England,group stage,6/24/2014,13:00:00,S-008,T-16,T-27,0,0,0,0,0,0,draw
M-2014-38,WC-2014,Italy v Uruguay,group stage,6/24/2014,13:00:00,S-015,T-39,T-81,0,1,0,0,0,0,away team win
M-2014-39,WC-2014,Japan v Colombia,group stage,6/24/2014,16:00:00,S-010,T-42,T-15,1,4,0,0,0,0,away team win
M-2014-40,WC-2014,Greece v Ivory Coast,group stage,6/24/2014,17:00:00,S-013,T-31,T-40,2,1,0,0,0,0,home team win
M-2014-41,WC-2014,Bosnia and Herzegovina v Iran,group stage,6/25/2014,13:00:00,S-021,T-08,T-36,3,1,0,0,0,0,home team win
M-2014-42,WC-2014,Nigeria v Argentina,group stage,6/25/2014,13:00:00,S-016,T-48,T-03,2,3,0,0,0,0,away team win
M-2014-43,WC-2014,Honduras v Switzerland,group stage,6/25/2014,16:00:00,S-014,T-33,T-73,0,3,0,0,0,0,away team win
M-2014-44,WC-2014,Ecuador v France,group stage,6/25/2014,17:00:00,S-020,T-24,T-28,0,0,0,0,0,0,draw
M-2014-45,WC-2014,Portugal v Ghana,group stage,6/26/2014,13:00:00,S-009,T-56,T-30,2,1,0,0,0,?,home team win
M-2014-46,WC-2014,United States v Germany,group stage,6/26/2014,13:00:00,S-018,T-80,T-29,0,1,0,0,?,0,away team win
M-2014-47,WC-2014,Algeria v Russia,group stage,6/26/2014,17:00:00,S-011,T-01,T-60,1,1,0,0,0,0,draw
M-2014-48,WC-2014,South Korea v Belgium,group stage,6/26/2014,17:00:00,S-022,T-69,T-06,0,1,0,0,0,0,away team win
M-2014-49,WC-2014,Brazil v Chile,round of 16,6/28/2014,13:00:00,S-008,T-09,T-13,1,1,1,1,3,2,home team win
M-2014-50,WC-2014,Colombia v Uruguay,round of 16,6/28/2014,17:00:00,S-020,T-15,T-81,2,0,0,0,0,0,home team win
M-2014-51,WC-2014,Netherlands v Mexico,round of 16,6/29/2014,13:00:00,S-013,T-46,T-44,2,1,0,0,0,0,home team win
M-2014-52,WC-2014,Costa Rica v Greece,round of 16,6/29/2014,17:00:00,S-018,T-16,T-31,1,1,1,1,5,3,home team win
M-2014-53,WC-2014,France v Nigeria,round of 16,6/30/2014,13:00:00,S-009,T-28,T-48,2,0,0,0,0,0,home team win
M-2014-54,WC-2014,Germany v Algeria,round of 16,6/30/2014,17:00:00,S-016,T-29,T-01,2,1,1,0,0,0,home team win
M-2014-55,WC-2014,Argentina v Switzerland,round of 16,07/01/2014,13:00:00,S-022,T-03,T-73,1,0,1,0,0,0,home team win
M-2014-56,WC-2014,Belgium v United States,round of 16,07/01/2014,17:00:00,S-021,T-06,T-80,2,1,1,0,0,0,home team win
M-2014-57,WC-2014,France v Germany,quarter-finals,07/04/2014,13:00:00,S-020,T-28,T-29,0,1,0,0,0,0,away team win
M-2014-58,WC-2014,Brazil v Colombia,quarter-finals,07/04/2014,17:00:00,S-013,T-09,T-15,2,1,0,0,0,0,home team win
M-2014-59,WC-2014,Argentina v Belgium,quarter-finals,07/05/2014,13:00:00,S-009,T-03,T-06,1,0,0,0,0,0,home team win
M-2014-60,WC-2014,Netherlands v Costa Rica,quarter-finals,07/05/2014,17:00:00,S-021,T-46,T-16,0,0,1,1,4,3,home team win
M-2014-61,WC-2014,Brazil v Germany,semi-finals,07/08/2014,17:00:00,S-008,T-09,T-29,1,7,0,0,0,0,away team win
M-2014-62,WC-2014,Netherlands v Argentina,semi-finals,07/09/2014,17:00:00,S-022,T-46,T-03,0,0,1,1,2,4,away team win
M-2014-63,WC-2014,Brazil v Netherlands,third-place match,07/12/2014,17:00:00,S-009,T-09,T-46,0,3,0,0,0,0,away team win
M-2014-64,WC-2014,Germany v Argentina,final,7/13/2014,16:00:00,S-020,T-29,T-03,1,0,1,0,0,0,home team win
M-2018-01,WC-2018,Russia v Saudi Arabia,group stage,6/14/2018,18:00:00,S-117,T-60,T-61,5,0,0,0,0,0,home team win
M-2018-02,WC-2018,Egypt v Uruguay,group stage,6/15/2018,17:00:00,S-126,T-25,T-81,0,1,0,0,0,0,away team win
M-2018-03,WC-2018,Morocco v Iran,group stage,6/15/2018,18:00:00,S-121,T-45,T-36,0,1,0,0,0,0,away team win
M-2018-04,WC-2018,Portugal v Spain,group stage,6/15/2018,21:00:00,S-124,T-56,T-71,3,3,0,0,0,0,draw
M-2018-05,WC-2018,France v Australia,group stage,6/16/2018,13:00:00,S-116,T-28,T-04,2,1,0,0,0,0,home team win
M-2018-06,WC-2018,Argentina v Iceland,group stage,6/16/2018,16:00:00,S-118,T-03,T-35,1,1,0,0,0,0,draw
M-2018-07,WC-2018,Peru v Denmark,group stage,6/16/2018,19:00:00,S-123,T-54,T-21,0,1,0,0,0,0,away team win
M-2018-08,WC-2018,Croatia v Nigeria,group stage,6/16/2018,21:00:00,S-115,T-17,T-48,2,0,0,0,0,0,home team win
M-2018-09,WC-2018,Costa Rica v Serbia,group stage,6/17/2018,16:00:00,S-122,T-16,T-64,0,1,0,0,0,0,away team win
M-2018-10,WC-2018,Germany v Mexico,group stage,6/17/2018,18:00:00,S-117,T-29,T-44,0,1,0,0,0,0,away team win
M-2018-11,WC-2018,Brazil v Switzerland,group stage,6/17/2018,21:00:00,S-120,T-09,T-73,1,1,0,0,0,0,draw
M-2018-12,WC-2018,Sweden v South Korea,group stage,6/18/2018,15:00:00,S-119,T-72,T-69,1,0,0,0,0,0,home team win
M-2018-13,WC-2018,Belgium v Panama,group stage,6/18/2018,18:00:00,S-124,T-06,T-52,3,0,0,0,0,0,home team win
M-2018-14,WC-2018,Tunisia v England,group stage,6/18/2018,21:00:00,S-125,T-76,T-27,1,2,0,0,0,0,away team win
M-2018-15,WC-2018,Colombia v Japan,group stage,6/19/2018,15:00:00,S-123,T-15,T-42,1,2,0,0,0,0,away team win
M-2018-16,WC-2018,Poland v Senegal,group stage,6/19/2018,18:00:00,S-118,T-55,T-63,1,2,0,0,0,0,away team win
M-2018-17,WC-2018,Russia v Egypt,group stage,6/19/2018,21:00:00,S-121,T-60,T-25,3,1,0,0,0,0,home team win
M-2018-18,WC-2018,Portugal v Morocco,group stage,6/20/2018,15:00:00,S-117,T-56,T-45,1,0,0,0,0,0,home team win
M-2018-19,WC-2018,Uruguay v Saudi Arabia,group stage,6/20/2018,18:00:00,S-120,T-81,T-61,1,0,0,0,0,0,home team win
M-2018-20,WC-2018,Iran v Spain,group stage,6/20/2018,21:00:00,S-116,T-36,T-71,0,1,0,0,0,0,away team win
M-2018-21,WC-2018,Denmark v Australia,group stage,6/21/2018,16:00:00,S-122,T-21,T-04,1,1,0,0,0,0,draw
M-2018-22,WC-2018,France v Peru,group stage,6/21/2018,20:00:00,S-126,T-28,T-54,1,0,0,0,0,0,home team win
M-2018-23,WC-2018,Argentina v Croatia,group stage,6/21/2018,21:00:00,S-119,T-03,T-17,0,3,0,0,0,0,away team win
M-2018-24,WC-2018,Brazil v Costa Rica,group stage,6/22/2018,15:00:00,S-121,T-09,T-16,2,0,0,0,0,0,home team win
M-2018-25,WC-2018,Nigeria v Iceland,group stage,6/22/2018,18:00:00,S-125,T-48,T-35,2,0,0,0,0,0,home team win
M-2018-26,WC-2018,Serbia v Switzerland,group stage,6/22/2018,20:00:00,S-115,T-64,T-73,1,2,0,0,0,0,away team win
M-2018-27,WC-2018,Belgium v Tunisia,group stage,6/23/2018,15:00:00,S-118,T-06,T-76,5,2,0,0,0,0,home team win
M-2018-28,WC-2018,South Korea v Mexico,group stage,6/23/2018,18:00:00,S-120,T-69,T-44,1,2,0,0,0,0,away team win
M-2018-29,WC-2018,Germany v Sweden,group stage,6/23/2018,21:00:00,S-124,T-29,T-72,2,1,0,0,0,0,home team win
M-2018-30,WC-2018,England v Panama,group stage,6/24/2018,15:00:00,S-119,T-27,T-52,6,1,0,0,0,0,home team win
M-2018-31,WC-2018,Japan v Senegal,group stage,6/24/2018,20:00:00,S-126,T-42,T-63,2,2,0,0,0,0,draw
M-2018-32,WC-2018,Poland v Colombia,group stage,6/24/2018,21:00:00,S-116,T-55,T-15,0,3,0,0,0,0,away team win
M-2018-33,WC-2018,Saudi Arabia v Egypt,group stage,6/25/2018,17:00:00,S-125,T-61,T-25,2,1,0,0,0,0,home team win
M-2018-34,WC-2018,Uruguay v Russia,group stage,6/25/2018,18:00:00,S-122,T-81,T-60,3,0,0,0,0,0,home team win
M-2018-35,WC-2018,Spain v Morocco,group stage,6/25/2018,20:00:00,S-115,T-71,T-45,2,2,0,0,0,0,draw
M-2018-36,WC-2018,Iran v Portugal,group stage,6/25/2018,21:00:00,S-123,T-36,T-56,1,1,0,0,0,0,draw
M-2018-37,WC-2018,Australia v Peru,group stage,6/26/2018,17:00:00,S-124,T-04,T-54,0,2,0,0,0,0,away team win
M-2018-38,WC-2018,Denmark v France,group stage,6/26/2018,17:00:00,S-117,T-21,T-28,0,0,0,0,0,0,draw
M-2018-39,WC-2018,Iceland v Croatia,group stage,6/26/2018,21:00:00,S-120,T-35,T-17,1,2,0,0,0,0,away team win
M-2018-40,WC-2018,Nigeria v Argentina,group stage,6/26/2018,21:00:00,S-121,T-48,T-03,1,2,0,0,0,0,away team win
M-2018-41,WC-2018,South Korea v Germany,group stage,6/27/2018,17:00:00,S-116,T-69,T-29,2,0,0,0,0,0,home team win
M-2018-42,WC-2018,Mexico v Sweden,group stage,6/27/2018,19:00:00,S-126,T-44,T-72,0,3,0,0,0,0,away team win
M-2018-43,WC-2018,Serbia v Brazil,group stage,6/27/2018,21:00:00,S-118,T-64,T-09,0,2,0,0,0,0,away team win
M-2018-44,WC-2018,Switzerland v Costa Rica,group stage,6/27/2018,21:00:00,S-119,T-73,T-16,2,2,0,0,0,0,draw
M-2018-45,WC-2018,Japan v Poland,group stage,6/28/2018,17:00:00,S-125,T-42,T-55,0,1,0,0,0,0,away team win
M-2018-46,WC-2018,Senegal v Colombia,group stage,6/28/2018,18:00:00,S-122,T-63,T-15,0,1,0,0,0,0,away team win
M-2018-47,WC-2018,England v Belgium,group stage,6/28/2018,20:00:00,S-115,T-27,T-06,0,1,0,0,0,0,away team win
M-2018-48,WC-2018,Panama v Tunisia,group stage,6/28/2018,21:00:00,S-123,T-52,T-76,1,2,0,0,0,0,away team win
M-2018-49,WC-2018,France v Argentina,round of 16,6/30/2018,17:00:00,S-116,T-28,T-03,4,3,0,0,0,0,home team win
M-2018-50,WC-2018,Uruguay v Portugal,round of 16,6/30/2018,21:00:00,S-124,T-81,T-56,2,1,0,0,0,0,home team win
M-2018-51,WC-2018,Spain v Russia,round of 16,07/01/2018,17:00:00,S-117,T-71,T-60,1,1,1,1,3,4,away team win
M-2018-52,WC-2018,Croatia v Denmark,round of 16,07/01/2018,21:00:00,S-119,T-17,T-21,1,1,1,1,3,2,home team win
M-2018-53,WC-2018,Brazil v Mexico,round of 16,07/02/2018,18:00:00,S-122,T-09,T-44,2,0,0,0,0,0,home team win
M-2018-54,WC-2018,Belgium v Japan,round of 16,07/02/2018,21:00:00,S-120,T-06,T-42,3,2,0,0,0,0,home team win
M-2018-55,WC-2018,Sweden v Switzerland,round of 16,07/03/2018,17:00:00,S-121,T-72,T-73,1,0,0,0,0,0,home team win
M-2018-56,WC-2018,Colombia v England,round of 16,07/03/2018,21:00:00,S-118,T-15,T-27,1,1,1,1,3,4,away team win
M-2018-57,WC-2018,Uruguay v France,quarter-finals,07/06/2018,17:00:00,S-119,T-81,T-28,0,2,0,0,0,0,away team win
M-2018-58,WC-2018,Brazil v Belgium,quarter-finals,07/06/2018,21:00:00,S-116,T-09,T-06,1,2,0,0,0,0,away team win
M-2018-59,WC-2018,Sweden v England,quarter-finals,07/07/2018,18:00:00,S-122,T-72,T-27,0,2,0,0,0,0,away team win
M-2018-60,WC-2018,Russia v Croatia,quarter-finals,07/07/2018,21:00:00,S-124,T-60,T-17,2,2,1,1,3,4,away team win
M-2018-61,WC-2018,France v Belgium,semi-finals,07/10/2018,21:00:00,S-121,T-28,T-06,1,0,0,0,0,0,home team win
M-2018-62,WC-2018,Croatia v England,semi-finals,07/11/2018,21:00:00,S-117,T-17,T-27,2,1,1,0,0,0,home team win
M-2018-63,WC-2018,Belgium v England,third-place match,7/14/2018,17:00:00,S-121,T-06,T-27,2,0,0,0,0,0,home team win
M-2018-64,WC-2018,France v Croatia,final,7/15/2018,18:00:00,S-117,T-28,T-17,4,2,0,0,0,0,home team win
M-2022-01,WC-2022,Qatar v Ecuador,group stage,11/20/2022,19:00:00,S-107,T-57,T-24,0,2,0,0,0,0,away team win
M-2022-02,WC-2022,England v Iran,group stage,11/21/2022,16:00:00,S-110,T-27,T-36,6,2,0,0,0,0,home team win
M-2022-03,WC-2022,Senegal v Netherlands,group stage,11/21/2022,19:00:00,S-112,T-63,T-46,0,2,0,0,0,0,away team win
M-2022-04,WC-2022,United States v Wales,group stage,11/21/2022,22:00:00,S-108,T-80,T-82,1,1,0,0,0,0,draw
M-2022-05,WC-2022,Argentina v Saudi Arabia,group stage,11/22/2022,13:00:00,S-114,T-03,T-61,1,2,0,0,0,0,away team win
M-2022-06,WC-2022,Denmark v Tunisia,group stage,11/22/2022,16:00:00,S-109,T-21,T-76,0,0,0,0,0,0,draw
M-2022-07,WC-2022,Mexico v Poland,group stage,11/22/2022,19:00:00,S-113,T-44,T-55,0,0,0,0,0,0,draw
M-2022-08,WC-2022,France v Australia,group stage,11/22/2022,22:00:00,S-111,T-28,T-04,4,1,0,0,0,0,home team win
M-2022-09,WC-2022,Morocco v Croatia,group stage,11/23/2022,13:00:00,S-107,T-45,T-17,0,0,0,0,0,0,draw
M-2022-10,WC-2022,Germany v Japan,group stage,11/23/2022,16:00:00,S-110,T-29,T-42,1,2,0,0,0,0,away team win
M-2022-11,WC-2022,Spain v Costa Rica,group stage,11/23/2022,19:00:00,S-112,T-71,T-16,7,0,0,0,0,0,home team win
M-2022-12,WC-2022,Belgium v Canada,group stage,11/23/2022,22:00:00,S-108,T-06,T-12,1,0,0,0,0,0,home team win
M-2022-13,WC-2022,Switzerland v Cameroon,group stage,11/24/2022,13:00:00,S-111,T-73,T-11,1,0,0,0,0,0,home team win
M-2022-14,WC-2022,Uruguay v South Korea,group stage,11/24/2022,16:00:00,S-109,T-81,T-69,0,0,0,0,0,0,draw
M-2022-15,WC-2022,Portugal v Ghana,group stage,11/24/2022,19:00:00,S-113,T-56,T-30,3,2,0,0,0,0,home team win
M-2022-16,WC-2022,Brazil v Serbia,group stage,11/24/2022,22:00:00,S-114,T-09,T-64,2,0,0,0,0,0,home team win
M-2022-17,WC-2022,Wales v Iran,group stage,11/25/2022,13:00:00,S-108,T-82,T-36,0,2,0,0,0,0,away team win
M-2022-18,WC-2022,Qatar v Senegal,group stage,11/25/2022,16:00:00,S-112,T-57,T-63,1,3,0,0,0,0,away team win
M-2022-19,WC-2022,Netherlands v Ecuador,group stage,11/25/2022,19:00:00,S-110,T-46,T-24,1,1,0,0,0,0,draw
M-2022-20,WC-2022,England v United States,group stage,11/25/2022,22:00:00,S-107,T-27,T-80,0,0,0,0,0,0,draw
M-2022-21,WC-2022,Tunisia v Australia,group stage,11/26/2022,13:00:00,S-111,T-76,T-04,0,1,0,0,0,0,away team win
M-2022-22,WC-2022,Poland v Saudi Arabia,group stage,11/26/2022,16:00:00,S-109,T-55,T-61,2,0,0,0,0,0,home team win
M-2022-23,WC-2022,France v Denmark,group stage,11/26/2022,19:00:00,S-113,T-28,T-21,2,1,0,0,0,0,home team win
M-2022-24,WC-2022,Argentina v Mexico,group stage,11/26/2022,22:00:00,S-114,T-03,T-44,2,0,0,0,0,0,home team win
M-2022-25,WC-2022,Japan v Costa Rica,group stage,11/27/2022,13:00:00,S-108,T-42,T-16,0,1,0,0,0,0,away team win
M-2022-26,WC-2022,Belgium v Morocco,group stage,11/27/2022,16:00:00,S-112,T-06,T-45,0,2,0,0,0,0,away team win
M-2022-27,WC-2022,Croatia v Canada,group stage,11/27/2022,19:00:00,S-110,T-17,T-12,4,1,0,0,0,0,home team win
M-2022-28,WC-2022,Spain v Germany,group stage,11/27/2022,22:00:00,S-107,T-71,T-29,1,1,0,0,0,0,draw
M-2022-29,WC-2022,Cameroon v Serbia,group stage,11/28/2022,13:00:00,S-111,T-11,T-64,3,3,0,0,0,0,draw
M-2022-30,WC-2022,South Korea v Ghana,group stage,11/28/2022,16:00:00,S-109,T-69,T-30,2,3,0,0,0,0,away team win
M-2022-31,WC-2022,Brazil v Switzerland,group stage,11/28/2022,19:00:00,S-113,T-09,T-73,1,0,0,0,0,0,home team win
M-2022-32,WC-2022,Portugal v Uruguay,group stage,11/28/2022,22:00:00,S-114,T-56,T-81,2,0,0,0,0,0,home team win
M-2022-33,WC-2022,Ecuador v Senegal,group stage,11/29/2022,18:00:00,S-110,T-24,T-63,1,2,0,0,0,0,away team win
M-2022-34,WC-2022,Netherlands v Qatar,group stage,11/29/2022,18:00:00,S-107,T-46,T-57,2,0,0,0,0,0,home team win
M-2022-35,WC-2022,Iran v United States,group stage,11/29/2022,22:00:00,S-112,T-36,T-80,0,1,0,0,0,0,away team win
M-2022-36,WC-2022,Wales v England,group stage,11/29/2022,22:00:00,S-108,T-82,T-27,0,3,0,0,0,0,away team win
M-2022-37,WC-2022,Australia v Denmark,group stage,11/30/2022,18:00:00,S-111,T-04,T-21,1,0,0,0,0,0,home team win
M-2022-38,WC-2022,Tunisia v France,group stage,11/30/2022,18:00:00,S-109,T-76,T-28,1,0,0,0,0,0,home team win
M-2022-39,WC-2022,Poland v Argentina,group stage,11/30/2022,22:00:00,S-113,T-55,T-03,0,2,0,0,0,0,away team win
M-2022-40,WC-2022,Saudi Arabia v Mexico,group stage,11/30/2022,22:00:00,S-114,T-61,T-44,1,2,0,0,0,0,away team win
M-2022-41,WC-2022,Canada v Morocco,group stage,12/01/2022,18:00:00,S-112,T-12,T-45,1,2,0,0,0,0,away team win
M-2022-42,WC-2022,Croatia v Belgium,group stage,12/01/2022,18:00:00,S-108,T-17,T-06,0,0,0,0,0,0,draw
M-2022-43,WC-2022,Costa Rica v Germany,group stage,12/01/2022,22:00:00,S-107,T-16,T-29,2,4,0,0,0,0,away team win
M-2022-44,WC-2022,Japan v Spain,group stage,12/01/2022,22:00:00,S-110,T-42,T-71,2,1,0,0,0,0,home team win
M-2022-45,WC-2022,Ghana v Uruguay,group stage,12/02/2022,18:00:00,S-111,T-30,T-81,0,2,0,0,0,0,away team win
M-2022-46,WC-2022,South Korea v Portugal,group stage,12/02/2022,18:00:00,S-109,T-69,T-56,2,1,0,0,0,0,home team win
M-2022-47,WC-2022,Cameroon v Brazil,group stage,12/02/2022,22:00:00,S-114,T-11,T-09,1,0,0,0,0,0,home team win
M-2022-48,WC-2022,Serbia v Switzerland,group stage,12/02/2022,22:00:00,S-113,T-64,T-73,2,3,0,0,0,0,away team win
M-2022-49,WC-2022,Netherlands v United States,round of 16,12/03/2022,18:00:00,S-110,T-46,T-80,3,1,0,0,0,0,home team win
M-2022-50,WC-2022,Argentina v Australia,round of 16,12/03/2022,22:00:00,S-108,T-03,T-04,2,1,0,0,0,0,home team win
M-2022-51,WC-2022,France v Poland,round of 16,12/04/2022,18:00:00,S-112,T-28,T-55,3,1,0,0,0,0,home team win
M-2022-52,WC-2022,England v Senegal,round of 16,12/04/2022,22:00:00,S-107,T-27,T-63,3,0,0,0,0,0,home team win
M-2022-53,WC-2022,Japan v Croatia,round of 16,12/05/2022,18:00:00,S-111,T-42,T-17,1,1,1,1,1,3,away team win
M-2022-54,WC-2022,Brazil v South Korea,round of 16,12/05/2022,22:00:00,S-113,T-09,T-69,4,1,0,0,0,0,home team win
M-2022-55,WC-2022,Morocco v Spain,round of 16,12/06/2022,18:00:00,S-109,T-45,T-71,0,0,1,1,3,0,home team win
M-2022-56,WC-2022,Portugal v Switzerland,round of 16,12/06/2022,22:00:00,S-114,T-56,T-73,6,1,0,0,0,0,home team win
M-2022-57,WC-2022,Croatia v Brazil,quarter-finals,12/09/2022,18:00:00,S-109,T-17,T-09,1,1,1,1,4,2,home team win
M-2022-58,WC-2022,Netherlands v Argentina,quarter-finals,12/09/2022,22:00:00,S-114,T-46,T-03,2,2,1,1,3,4,away team win
M-2022-59,WC-2022,Morocco v Portugal,quarter-finals,12/10/2022,18:00:00,S-112,T-45,T-56,1,0,0,0,0,0,home team win
M-2022-60,WC-2022,England v France,quarter-finals,12/10/2022,22:00:00,S-107,T-27,T-28,1,2,0,0,0,0,away team win
M-2022-61,WC-2022,Argentina v Croatia,semi-finals,12/13/2022,22:00:00,S-114,T-03,T-17,3,0,0,0,0,0,home team win
M-2022-62,WC-2022,France v Morocco,semi-finals,12/14/2022,22:00:00,S-107,T-28,T-45,2,0,0,0,0,0,home team win
M-2022-63,WC-2022,Croatia v Morocco,third-place match,12/17/2022,18:00:00,S-110,T-17,T-45,2,1,0,0,0,0,home team win
M-2022-64,WC-2022,Argentina v France,final,12/18/2022,18:00:00,S-114,T-03,T-28,3,3,1,1,4,2,home team win
